B0009XLVG0,B001L1KH6Y,B003THML30,B004YWHTBS,B003WLC4VC,B003THQKXM,B003NZHOQ2,B005LXGGH2,B000G82L5I,B000FBQ5EY,B003THTKZC,B003UE2X2G,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B0018AHWLG,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,B0018AMWXE,B0013KYXAO,B0018AKRRC,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B000BBDZ82,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,B006DQZ04Q,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B00457LHCY,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0EX7U,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003561V40,B002T0NWKE,B002AK88SY,B002T0IHJ0,B0010UOGWM,B002T0NXK8,B002T0GXNC,B003YV46WK,B002T0IHPO,B0013BTP9C,B002T0KDNI,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000SATXPU,B001DBRKNA,B000SATXK0,B000SARZ9Q,B000SARZ2S,B001HTIUDC,B000FK8VHE,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B001KQ7JDE,B002TM5458,B005HGAUZC,B001CJSWKI,B009M2LUEW,B001KUWFPC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B005GWUPTI,B005GXGRQC,B005GX7RYS,B004LDHEKQ,B005GTV7PM,B001M0ALK6,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B003TXBJCS,B000LKTZ96,B000FAIR82,B000F4GPC8,B000HQRHV2,B001FA1MHY,B001EO775C,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000E1DSL8,B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002HFQSY8,B005K4Q1RW,B005K4Q1RW,B004TJF3BE,B004TJF3BE,B005K4Q1W2,B005K4Q1W2,B009RB4GO4,B009RB4GO4,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFATW,B000AYFATW,B000AYFCEU,B000AYFCEU,B000AYFCEU,B000AYFCF4,B000AYFCF4,B000AYFCF4,B0014JUPTW,B0014JUPTW,B0014JUPTW,B000HZEK1I,B000HZEK1I,B000HZEK1I,B000H5DADW,B000H5DADW,B000H5DADW,B000AY9UBQ,B000AY9UBQ
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B000KOWNBU,B0018AD7QK,B0000D94P1,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000EMB026,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000V9G1EE,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000AYFATW,B000AYFCEU,B000AYFCF4,B0014JUPTW,B000HZEK1I,B000H5DADW,B000AY9UBQ,B000AYDH88,B0018AD7QK,B001AMLQNW,B000AYGXKC,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B002AQP5MK,B002AQL00G,B000EVKHNA,B000EHXWIQ,B000LKVDLO,B000LKZ5XQ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000FFQ1WQ,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B0000D9MTJ,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000EI1VLU,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000E8PZNA,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B004VLVCGA,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B001F1SAPA,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B004O8UVH6,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
B000CQBZQK,B000CQC0B4,B000CQG8M6,B001N80ELI,B000CQID7E,B000CQG8B2,B000CQIDJM,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
